time_s,fault_current_kA,backbone_voltage_pu,campus1_voltage_pu,campus2_voltage_pu,campus3_voltage_pu
0.030600000000000002,0.7019247348655887,0.9702048817725154,0.9702048817725154,0.9848972654286033,0.9879178123428827
0.0307,0.6903229394716139,0.9703699512562077,0.9703699512562077,0.9849575557059472,0.9879660445647578
0.0308,0.6789129048885607,0.9705341062298707,0.9705341062298707,0.9850176053038615,0.9880140842430892
0.0309,0.6676914615890103,0.9706973517600287,0.9706973517600287,0.9850774151831411,0.9880619321465128
0.031,0.6566554924332246,0.9708596928851372,0.9708596928851372,0.9851369863007451,0.9881095890405961
0.031100000000000003,0.6458019318032535,0.9710211346157376,0.9710211346157376,0.985196319609813,0.9881570556878504
0.031200000000000002,0.6351277647513548,0.971181681934612,0.971181681934612,0.9852554160596787,0.988204332847743
0.0313,0.6246300261624891,0.9713413397969375,0.9713413397969375,0.9853142765958869,0.9882514212767095
0.031400000000000004,0.6143057999306581,0.9715001131304385,0.9715001131304385,0.9853729021602073,0.9882983217281659
0.0315,0.604152218148856,0.971658006835539,0.971658006835539,0.9854312936906503,0.9883450349525202
0.0316,0.5941664603124104,0.9718150257855144,0.9718150257855144,0.9854894521214814,0.9883915616971851
0.0317,0.5843457525354906,0.9719711748266406,0.9719711748266406,0.985547378383237,0.9884379027065896
0.0318,0.5746873667805661,0.9721264587783452,0.9721264587783452,0.9856050734027384,0.9884840587221907
0.031900000000000005,0.5651886201006004,0.972280882433355,0.972280882433355,0.9856625381031071,0.9885300304824857
0.032,0.5558468738937714,0.9724344505578444,0.9724344505578444,0.9857197734037796,0.9885758187230237
0.032100000000000004,0.5466595331705086,0.9725871678915824,0.9725871678915824,0.985776780220522,0.9886214241764175
0.0322,0.5376240458326469,0.9727390391480794,0.9727390391480794,0.9858335594654444,0.9886668475723555
0.0323,0.5287379019644932,0.9728900690147315,0.9728900690147315,0.985890112047016,0.9887120896376128
0.0324,0.5199986331356119,0.9730402621529667,0.9730402621529667,0.9859464388700795,0.9887571510960635
0.0325,0.5114038117151343,0.9731896231983874,0.9731896231983874,0.9860025408358649,0.9888020326686919
0.032600000000000004,0.5029510501973998,0.9733381567609143,0.9733381567609143,0.9860584188420052,0.9888467350736042
0.0327,0.4946380005387461,0.9734858674249285,0.9734858674249285,0.9861140737825496,0.9888912590260396
0.0328,0.4864623535052586,0.9736327597494127,0.9736327597494127,0.9861695065479782,0.9889356052383825
0.0329,0.47842183803130234,0.9737788382680923,0.9737788382680923,0.9862247180252165,0.9889797744201732
0.033,0.47051422058865533,0.9739241074895753,0.9739241074895753,0.9862797090976494,0.9890237672781195
0.033100000000000004,0.4627373045660701,0.974068571897491,0.974068571897491,0.9863344806451351,0.9890675845161081
0.0332,0.45508892965908954,0.974212235950629,0.974212235950629,0.9863890335440195,0.9891112268352157
0.0333,0.4475669712699486,0.9743551040830764,0.9743551040830764,0.9864433686671504,0.9891546949337203
0.0334,0.4401693399173945,0.9744971807043548,0.9744971807043548,0.9864974868838907,0.9891979895071126
0.0335,0.4328939806562617,0.9746384701995563,0.9746384701995563,0.9865513890601332,0.9892411112481065
0.033600000000000005,0.4257388725066409,0.974778976929479,0.974778976929479,0.9866050760583136,0.9892840608466509
0.0337,0.41870202789248234,0.9749187052307617,0.9749187052307617,0.9866585487374252,0.9893268389899402
0.033800000000000004,0.41178149208947906,0.9750576594160173,0.9750576594160173,0.986711807953032,0.9893694463624256
0.0339,0.4049753426820748,0.9751958437739662,0.9751958437739662,0.9867648545572827,0.9894118836458261
0.034,0.3982816890294479,0.9753332625695688,0.9753332625695688,0.9868176893989238,0.9894541515191391
0.0341,0.39169867174032047,0.9754699200441566,0.9754699200441566,0.9868703133233141,0.9894962506586513
0.0342,0.3852244621564495,0.975605820415564,0.975605820415564,0.9869227271724375,0.9895381817379499
0.034300000000000004,0.37885726184465407,0.9757409678782576,0.9757409678782576,0.9869749317849167,0.9895799454279333
0.0344,0.3725953020972392,0.9758753666034662,0.9758753666034662,0.9870269279960265,0.9896215423968212
0.0345,0.3664368434406766,0.9760090207393091,0.9760090207393091,0.9870787166377075,0.9896629733101661
0.0346,0.3603801751524067,0.9761419344109247,0.9761419344109247,0.9871302985385791,0.9897042388308632
0.0347,0.35442361478562656,0.9762741117205973,0.9762741117205973,0.9871816745239528,0.9897453396191622
0.034800000000000005,0.34856550770193306,0.9764055567478841,0.9764055567478841,0.9872328454158453,0.9897862763326762
0.0349,0.34280422661169035,0.9765362735497406,0.9765362735497406,0.9872838120329922,0.9898270496263937
0.035,0.33713817112199435,0.9766662661606466,0.9766662661606466,0.9873345751908602,0.9898676601526882
0.0351,0.331565767292109,0.9767955385927298,0.9767955385927298,0.9873851357016612,0.9899081085613289
0.0352,0.32608546719625053,0.9769240948358907,0.9769240948358907,0.9874354943743643,0.9899483954994914
0.035300000000000005,0.3206957484935979,0.9770519388579244,0.9770519388579244,0.9874856520147093,0.9899885216117674
0.0354,0.3153951140054105,0.9771790746046445,0.9771790746046445,0.9875356094252196,0.9900284875401757
0.035500000000000004,0.3101820912991358,0.9773055060000037,0.9773055060000037,0.9875853674052147,0.9900682939241718
0.0356,0.3050552322793908,0.9774312369462156,0.9774312369462156,0.9876349267508235,0.9901079414006588
0.0357,0.3000131127857037,0.977556271323875,0.977556271323875,0.9876842882549967,0.9901474306039972
0.0358,0.2950543321969049,0.9776806129920775,0.9776806129920775,0.987733452707519,0.9901867621660152
0.0359,0.2901775130420565,0.977804265788539,0.977804265788539,0.987782420895023,0.9902259367160184
0.036000000000000004,0.2853813006178127,0.9779272335297134,0.9779272335297134,0.9878311936010007,0.9902649548808006
0.0361,0.28066436261210437,0.9780495200109112,0.9780495200109112,0.9878797716058164,0.9903038172846531
0.0362,0.27602538873404386,0.9781711290064162,0.9781711290064162,0.9879281556867192,0.9903425245493754
0.0363,0.27146309034994726,0.9782920642696022,0.9782920642696022,0.9879763466178555,0.9903810772942845
0.0364,0.26697620012537177,0.9784123295330486,0.9784123295330486,0.9880243451702813,0.9904194761362249
0.036500000000000005,0.2625634716730705,0.9785319285086557,0.9785319285086557,0.9880721521119742,0.9904577216895794
0.0366,0.25822367920676564,0.9786508648877594,0.9786508648877594,0.9881197682078464,0.9904958145662771
0.0367,0.2539556172006448,0.9787691423412452,0.9787691423412452,0.9881671942197565,0.9905337553758052
0.0368,0.24975810005448432,0.9788867645196612,0.9788867645196612,0.9882144309065217,0.9905715447252174
0.0369,0.24562996176430868,0.9790037350533306,0.9790037350533306,0.98826147902393,0.990609183219144
0.037000000000000005,0.24157005559849298,0.9791200575524647,0.9791200575524647,0.9883083393247523,0.9906466714598018
0.0371,0.23757725377921887,0.979235735607273,0.979235735607273,0.9883550125587542,0.9906840100470035
0.037200000000000004,0.23365044716919575,0.9793507727880753,0.9793507727880753,0.9884014994727088,0.9907211995781671
0.0373,0.22978854496356,0.9794651726454107,0.9794651726454107,0.9884478008104075,0.990758240648326
0.0374,0.22599047438686645,0.9795789387101483,0.9795789387101483,0.9884939173126727,0.9907951338501382
0.0375,0.22225518039508857,0.9796920744935954,0.9796920744935954,0.9885398497173694,0.9908318797738955
0.0376,0.21858162538254358,0.9798045834876061,0.9798045834876061,0.9885855987594171,0.9908684790075337
0.037700000000000004,0.21496878889366233,0.9799164691646892,0.9799164691646892,0.9886311651708015,0.9909049321366412
0.0378,0.21141566733952247,0.9800277349781151,0.9800277349781151,0.988676549680586,0.9909412397444688
0.0379,0.2079212737190676,0.9801383843620229,0.9801383843620229,0.9887217530149239,0.9909774024119391
0.038,0.2044846373449339,0.9802484207315256,0.9802484207315256,0.9887667758970694,0.9910134207176555
0.0381,0.20110480357380836,0.9803578474828163,0.9803578474828163,0.9888116190473897,0.9910492952379117
0.038200000000000005,0.19778083354124412,0.9804666679932725,0.9804666679932725,0.988856283183376,0.9910850265467008
0.0383,0.1945118039008587,0.9805748856215606,0.9805748856215606,0.9889007690196555,0.9911206152157244
0.038400000000000004,0.19129680656784287,0.9806825037077394,0.9806825037077394,0.9889450772680025,0.9911560618144021
0.0385,0.18813494846670917,0.9807895255733634,0.9807895255733634,0.9889892086373501,0.99119136690988
0.0386,0.18502535128320957,0.980895954521585,0.980895954521585,0.9890331638338008,0.9912265310670406
0.038700000000000005,0.1819671512203536,0.9810017938372567,0.9810017938372567,0.989076943560639,0.9912615548485112
0.0388,0.17895949875845926,0.9811070467870326,0.9811070467870326,0.9891205485183411,0.9912964388146729
0.038900000000000004,0.17600155841916987,0.9812117166194689,0.9812117166194689,0.9891639794045874,0.9913311835236699
0.039,0.17309250853337133,0.9813158065651241,0.9813158065651241,0.989207236914273,0.9913657895314184
0.0391,0.17023154101294544,0.9814193198366592,0.9814193198366592,0.989250321739519,0.9914002573916152
0.0392,0.16741786112629575,0.9815222596289365,0.9815222596289365,0.9892932345696835,0.9914345876557468
0.0393,0.16465068727758372,0.9816246291191183,0.9816246291191183,0.9893359760913727,0.9914687808730982
0.039400000000000004,0.1619292507896138,0.9817264314667647,0.9817264314667647,0.9893785469884518,0.9915028375907615
0.0395,0.15925279569030676,0.9818276698139318,0.9818276698139318,0.9894209479420563,0.9915367583536451
0.0396,0.156620578502703,0.9819283472852678,0.9819283472852678,0.989463179630602,0.9915705437044816
0.0397,0.1540318680384361,0.9820284669881102,0.9820284669881102,0.9895052427297971,0.9916041941838377
0.0398,0.15148594519462028,0.982128032012581,0.982128032012581,0.989547137912652,0.9916377103301216
0.039900000000000005,0.14898210275409507,0.9822270454316829,0.9822270454316829,0.9895888658494905,0.9916710926795924
0.04,0.14651964518897148,0.9823255103013935,0.9823255103013935,0.9896304272079605,0.9917043417663683
0.040100000000000004,0.14409788846742536,0.9824234296607597,0.9824234296607597,0.9896718226530445,0.9917374581224356
0.0402,0.14171615986368408,0.9825208065319917,0.9825208065319917,0.9897130528470708,0.9917704422776565
0.0403,0.13937379777115413,0.9826176439205563,0.9826176439205563,0.989754118449723,0.9918032947597785
0.040400000000000005,0.13707015151863705,0.9827139448152694,0.9827139448152694,0.989795020118052,0.9918360160944415
0.0405,0.13480458118958338,0.9828097121883885,0.9828097121883885,0.989835758506485,0.9918686068051881
0.040600000000000004,0.13257645744433383,0.9829049489957045,0.9829049489957045,0.9898763342668374,0.99190106741347
0.0407,0.1303851613452988,0.9829996581766323,0.9829996581766323,0.9899167480483221,0.9919333984386576
0.0408,0.12823008418502718,0.9830938426543024,0.9830938426543024,0.9899570004975603,0.9919656003980483
0.0409,0.12611062731711709,0.9831875053356507,0.9831875053356507,0.9899970922585923,0.9919976738068739
0.041,0.12402620198992131,0.9832806491115081,0.9832806491115081,0.9900370239728872,0.9920296191783097
0.041100000000000005,0.12197622918300151,0.9833732768566898,0.9833732768566898,0.990076796279353,0.9920614370234824
0.0412,0.1199601394462853,0.9834653914300843,0.9834653914300843,0.9901164098143475,0.992093127851478
0.0413,0.11797737274188216,0.9835569956747411,0.9835569956747411,0.9901558652116883,0.9921246921693506
0.0414,0.11602737828851371,0.9836480924179591,0.9836480924179591,0.9901951631026624,0.9921561304821299
0.0415,0.11410961440851536,0.9837386844713736,0.9837386844713736,0.990234304116037,0.9921874432928296
0.041600000000000005,0.11222354837736678,0.9838287746310425,0.9838287746310425,0.9902732888780691,0.9922186311024552
0.0417,0.11036865627570952,0.9839183656775335,0.9839183656775335,0.9903121180125157,0.9922496944100127
0.041800000000000004,0.10854442284381044,0.9840074603760097,0.9840074603760097,0.9903507921406439,0.9922806337125152
0.0419,0.10675034133843064,0.9840960614763143,0.9840960614763143,0.9903893118812406,0.9923114495049924
0.042,0.1049859133920603,0.9841841717130564,0.9841841717130564,0.9904276778506222,0.9923421422804978
0.042100000000000005,0.10325064887447996,0.9842717938056945,0.9842717938056945,0.9904658906626452,0.9923727125301162
0.0422,0.10154406575661017,0.9843589304586212,0.9843589304586212,0.9905039509287156,0.9924031607429724
0.042300000000000004,0.09986568997661133,0.9844455843612464,0.9844455843612464,0.990541859257798,0.9924334874062385
0.0424,0.09821505530819687,0.9845317581880801,0.9845317581880801,0.990579616256427,0.9924636930051416
0.0425,0.09659170323112296,0.9846174545988152,0.9846174545988152,0.990617222528715,0.992493778022972
0.0426,0.09499518280381872,0.9847026762384093,0.9847026762384093,0.9906546786763634,0.9925237429410907
0.0427,0.09342505053812192,0.9847874257371668,0.9847874257371668,0.9906919852986711,0.9925535882389369
0.042800000000000005,0.09188087027608485,0.9848717057108197,0.9848717057108197,0.9907291429925451,0.9925833143940361
0.0429,0.0903622130688166,0.9849555187606085,0.9849555187606085,0.9907661523525092,0.9926129218820073
0.043000000000000003,0.08886865705732783,0.9850388674733622,0.9850388674733622,0.9908030139707139,0.9926424111765711
0.0431,0.08739978735534494,0.9851217544215787,0.9851217544215787,0.990839728436946,0.9926717827495568
0.0432,0.08595519593406131,0.9852041821635036,0.9852041821635036,0.9908762963386376,0.9927010370709102
0.043300000000000005,0.08453448150879327,0.9852861532432096,0.9852861532432096,0.9909127182608761,0.9927301746087008
0.0434,0.08313724942750954,0.9853676701906748,0.9853676701906748,0.9909489947864129,0.9927591958291303
0.043500000000000004,0.08176311156120325,0.9854487355218611,0.9854487355218611,0.990985126495673,0.9927881011965385
0.0436,0.08041168619607567,0.9855293517387909,0.9855293517387909,0.9910211139667648,0.9928168911734119
0.0437,0.07908259792750222,0.9856095213296256,0.9856095213296256,0.9910569577754886,0.9928455662203909
0.0438,0.07777547755575104,0.9856892467687418,0.9856892467687418,0.991092658495346,0.9928741267962768
0.0439,0.07648996198342506,0.9857685305168074,0.9857685305168074,0.9911282166975494,0.9929025733580394
0.044000000000000004,0.0752256941145993,0.985847375020858,0.985847375020858,0.9911636329510305,0.9929309063608244
0.0441,0.07398232275562526,0.985925782714372,0.985925782714372,0.9911989078224503,0.9929591262579603
0.0442,0.07275950251757492,0.9860037560173466,0.9860037560173466,0.9912340418762077,0.9929872335009662
0.0443,0.07155689372029704,0.9860812973363711,0.9860812973363711,0.991269035674448,0.9930152285395584
0.0444,0.0703741622980595,0.9861584090647022,0.9861584090647022,0.9913038897770728,0.9930431118216583
0.044500000000000005,0.06921097970675105,0.9862350935823377,0.9862350935823377,0.9913386047417486,0.9930708837933988
0.0446,0.06806702283261691,0.98631135325609,0.98631135325609,0.9913731811239154,0.9930985448991323
0.044700000000000004,0.06694197390250299,0.9863871904396585,0.9863871904396585,0.9914076194767962,0.9931260955814369
0.0448,0.06583552039558341,0.9864626074737032,0.9864626074737032,0.9914419203514053,0.9931535362811242
0.0449,0.06474735495654715,0.9865376066859163,0.9865376066859163,0.9914760842965574,0.993180867437246
0.045000000000000005,0.06367717531021974,0.9866121903910942,0.9866121903910942,0.9915101118588765,0.9932080894871013
0.0451,0.06262468417759581,0.986686360891209,0.986686360891209,0.9915440035828043,0.9932352028662433
0.045200000000000004,0.061589589193259804,0.9867601204754797,0.9867601204754797,0.9915777600106088,0.9932622080084871
0.0453,0.0605716028241714,0.9868334714204423,0.9868334714204423,0.9916113816823939,0.9932891053459152
0.0454,0.05957044228979344,0.9869064159900209,0.9869064159900209,0.991644869136107,0.9933158953088856
0.0455,0.058585829483539915,0.9869789564355969,0.9869789564355969,0.991678222907548,0.9933425783260385
0.0456,0.057617490895522386,0.9870510949960786,0.9870510949960786,0.991711443530378,0.9933691548243024
0.045700000000000005,0.05666515753657321,0.9871228338979704,0.9871228338979704,0.9917445315361276,0.9933956252289021
0.0458,0.05572856486352464,0.9871941753554418,0.9871941753554418,0.9917774874542058,0.9934219899633646
0.0459,0.05480745270572289,0.9872651215703954,0.9872651215703954,0.9918103118119077,0.9934482494495263
0.046,0.05390156519275684,0.9873356747325346,0.9873356747325346,0.991843005134424,0.9934744041075392
0.0461,0.05301065068338126,0.9874058370194317,0.9874058370194317,0.9918755679448484,0.9935004543558787
0.046200000000000005,0.052134461695614885,0.9874756105965952,0.9874756105965952,0.9919080007641866,0.9935264006113492
0.0463,0.0512727548379938,0.9875449976175359,0.9875449976175359,0.9919403041113644,0.9935522432890915
0.046400000000000004,0.050425290741961136,0.9876140002238342,0.9876140002238342,0.991972478503236,0.9935779828025888
0.0465,0.049591833995374264,0.9876826205452054,0.9876826205452054,0.9920045244545924,0.9936036195636739
0.0466,0.048772153077111045,0.9877508606995663,0.9877508606995663,0.9920364424781696,0.9936291539825356
0.046700000000000005,0.04796602029275687,0.9878187227930999,0.9878187227930999,0.9920682330846564,0.9936545864677251
0.0468,0.04717321171135481,0.9878862089203206,0.9878862089203206,0.9920998967827035,0.9936799174261628
0.046900000000000004,0.046393507103201066,0.9879533211641389,0.9879533211641389,0.9921314340789305,0.9937051472631444
0.047,0.04562668987866869,0.9880200615959258,0.9880200615959258,0.9921628454779349,0.9937302763823479
0.0471,0.04487254702804238,0.9880864322755764,0.9880864322755764,0.9921941314822997,0.9937553051858398
0.0472,0.044130869062347734,0.9881524352515736,0.9881524352515736,0.9922252925926018,0.9937802340740814
0.0473,0.04340144995515857,0.9882180725610518,0.9882180725610518,0.9922563293074195,0.9938050634459356
0.047400000000000005,0.042684087085365974,0.9882833462298588,0.9882833462298588,0.9922872421233409,0.9938297936986727
0.0475,0.0419785811808934,0.9883482582726194,0.9883482582726194,0.9923180315349717,0.9938544252279774
0.0476,0.041284736263342024,0.9884128106927967,0.9884128106927967,0.9923486980349432,0.9938789584279546
0.0477,0.04060235959355103,0.9884770054827547,0.9884770054827547,0.99237924211392,0.9939033936911361
0.0478,0.03993126161805773,0.988540844623819,0.988540844623819,0.9924096642606082,0.9939277314084866
0.047900000000000005,0.03927125591644259,0.9886043300863385,0.9886043300863385,0.9924399649617625,0.99395197196941
0.048,0.038622159149544595,0.9886674638297462,0.9886674638297462,0.992470144702195,0.9939761157617559
0.048100000000000004,0.037983791008532504,0.9887302478026194,0.9887302478026194,0.992500203964782,0.9940001631718256
0.0482,0.037355974164817944,0.9887926839427401,0.9887926839427401,0.9925301432304725,0.994024114584378
0.0483,0.03673853422079629,0.9888547741771545,0.9888547741771545,0.9925599629782953,0.9940479703826363
0.048400000000000006,0.03613129966140177,0.9889165204222328,0.9889165204222328,0.992589663685367,0.9940717309482936
0.0485,0.03553410180646331,0.9889779245837282,0.9889779245837282,0.9926192458268996,0.9940953966615197
0.048600000000000004,0.03494677476384783,0.9890389885568359,0.9890389885568359,0.992648709876208,0.9941189679009664
0.0487,0.03436915538337804,0.9890997142262511,0.9890997142262511,0.9926780563047176,0.9941424450437741
0.0488,0.03380108321151187,0.9891601034662277,0.9891601034662277,0.9927072855819719,0.9941658284655776
0.0489,0.03324240044677105,0.989220158140636,0.989220158140636,0.9927363981756399,0.994189118540512
0.049,0.03269295189590631,0.98927988010302,0.98927988010302,0.9927653945515237,0.994212315641219
0.049100000000000005,0.03215258493078719,0.989339271196655,0.989339271196655,0.9927942751735661,0.9942354201388529
0.0492,0.031621149446004304,0.9893983332546041,0.9893983332546041,0.9928230405038575,0.994258432403086
0.049300000000000004,0.031098497817172485,0.9894570680997751,0.9894570680997751,0.9928516910026438,0.994281352802115
0.0494,0.030584484859923024,0.9895154775449764,0.9895154775449764,0.9928802271283337,0.994304181702667
0.0495,0.030078967789573745,0.9895735633929732,0.9895735633929732,0.9929086493375058,0.9943269194700046
0.049600000000000005,0.029581806181465695,0.9896313274365435,0.9896313274365435,0.9929369580849159,0.9943495664679327
0.0497,0.029092861931955375,0.9896887714585325,0.9896887714585325,0.9929651538235048,0.9943721230588038
0.049800000000000004,0.028611999220051747,0.9897458972319084,0.9897458972319084,0.9929932370044047,0.9943945896035238
0.0499,0.028139084469687277,0.989802706519817,0.989802706519817,0.9930212080769473,0.9944169664615577
0.05,0.027673986312612645,0.989859201075636,0.989859201075636,0.9930490674886702,0.9944392539909361
0.050100000000000006,0.0272165755519047,0.9899153826430287,0.9899153826430287,0.9930768156853246,0.9944614525482597
0.0502,0.026766725126077605,0.9899712529559989,0.9899712529559989,0.9931044531108822,0.9944835624887058
0.050300000000000004,0.02632431007378716,0.9900268137389431,0.9900268137389431,0.9931319802075427,0.9945055841660341
0.0504,0.025889207499118508,0.9900820667067047,0.9900820667067047,0.9931593974157398,0.9945275179325919
0.0505,0.0254612965374476,0.9901370135646269,0.9901370135646269,0.9931867051741496,0.9945493641393197
0.0506,0.025040458321866906,0.9901916560086045,0.9901916560086045,0.993213903919697,0.9945711231357576
0.0507,0.02462657595016607,0.990245995725137,0.990245995725137,0.9932409940875623,0.9945927952700498
0.050800000000000005,0.024219534452358304,0.9903000343913807,0.9903000343913807,0.9932679761111888,0.994614380888951
0.0509,0.023819220758743574,0.9903537736751997,0.9903537736751997,0.9932948504222894,0.9946358803378315
0.051000000000000004,0.023425523668499593,0.9904072152352184,0.9904072152352184,0.9933216174508538,0.994657293960683
0.0511,0.023038333818792004,0.9904603607208715,0.9904603607208715,0.9933482776251549,0.9946786221001239
0.0512,0.02265754365439511,0.9905132117724563,0.9905132117724563,0.9933748313717561,0.9946998650974048
0.051300000000000005,0.022283047397814722,0.9905657700211823,0.9905657700211823,0.9934012791155178,0.9947210232924143
0.0514,0.021914741019904857,0.9906180370892217,0.9906180370892217,0.9934276212796047,0.9947420970236838
0.051500000000000004,0.021552522210970065,0.9906700145897598,0.9906700145897598,0.9934538582854918,0.9947630866283935
0.0516,0.021196290352345434,0.9907217041270446,0.9907217041270446,0.9934799905529719,0.9947839924423775
0.0517,0.020845946488446288,0.9907731072964364,0.9907731072964364,0.9935060185001617,0.9948048148001294
0.051800000000000006,0.02050139329927991,0.9908242256844566,0.9908242256844566,0.993531942543509,0.9948255540348072
0.0519,0.02016253507341158,0.9908750608688375,0.9908750608688375,0.993557763097799,0.9948462104782392
0.052000000000000005,0.01982927768137744,0.9909256144185702,0.9909256144185702,0.9935834805761611,0.9948667844609289
0.0521,0.019501528549536826,0.9909758878939535,0.9909758878939535,0.9936090953900756,0.9948872763120604
0.0522,0.01917919663435676,0.9910258828466418,0.9910258828466418,0.9936346079493799,0.9949076863595039
0.0523,0.018862192397121516,0.9910756008196933,0.9910756008196933,0.9936600186622756,0.9949280149298205
0.0524,0.018550427779060158,0.9911250433476172,0.9911250433476172,0.9936853279353347,0.9949482623482678
0.052500000000000005,0.01824381617688521,0.9911742119564213,0.9911742119564213,0.9937105361735061,0.9949684289388049
0.0526,0.017942272418735642,0.9912231081636593,0.9912231081636593,0.993735643780122,0.9949885150240976
0.052700000000000004,0.01764571274051745,0.9912717334784772,0.9912717334784772,0.9937606511569048,0.9950085209255238
0.0528,0.017354054762635338,0.9913200894016603,0.9913200894016603,0.993785558703973,0.9950284469631784
0.0529,0.01706721746710894,0.991368177425679,0.991368177425679,0.9938103668198479,0.9950482934558783
0.053000000000000005,0.016785121175067332,0.9914159990347354,0.9914159990347354,0.9938350759014598,0.9950680607211678
0.0531,0.016507687524615483,0.9914635557048092,0.9914635557048092,0.9938596863441547,0.9950877490753237
0.053200000000000004,0.01623483944906657,0.9915108489037022,0.9915108489037022,0.9938841985417001,0.9951073588333601
0.0533,0.01596650115553405,0.9915578800910851,0.9915578800910851,0.9939086128862916,0.9951268903090333
0.0534,0.015702598103877606,0.9916046507185414,0.9916046507185414,0.9939329297685594,0.9951463438148476
0.053500000000000006,0.015443056985997083,0.9916511622296127,0.9916511622296127,0.9939571495775741,0.9951657196620592
0.0536,0.015187805705468637,0.9916974160598431,0.9916974160598431,0.9939812727008531,0.9951850181606825
0.053700000000000005,0.014936773357517497,0.9917434136368236,0.9917434136368236,0.9940052995243669,0.9952042396194936
0.0538,0.014689890209321736,0.9917891563802363,0.9917891563802363,0.9940292304325452,0.9952233843460362
0.0539,0.014447087680641593,0.9918346457018978,0.9918346457018978,0.994053065808283,0.9952424526466265
0.054,0.014208298324768966,0.9918798830058032,0.9918798830058032,0.9940768060329469,0.9952614448263576
0.0541,0.013973455809791787,0.9919248696881691,0.9919248696881691,0.994100451486381,0.9952803611891048
0.054200000000000005,0.013742494900168056,0.9919696071374768,0.9919696071374768,0.994124002546913,0.9952992020375304
0.0543,0.013515351438604443,0.9920140967345157,0.9920140967345157,0.9941474595913604,0.9953179676730883
0.054400000000000004,0.0132919623282344,0.9920583398524246,0.9920583398524246,0.9941708229950365,0.9953366583960291
0.0545,0.013072265515090858,0.9921023378567356,0.9921023378567356,0.994194093131756,0.9953552745054048
0.0546,0.012856199970868601,0.9921460921054153,0.9921460921054153,0.9942172703738419,0.9953738162990735
0.054700000000000006,0.012643705675971579,0.9921896039489069,0.9921896039489069,0.9942403550921303,0.9953922840737043
0.0548,0.012434723602840408,0.9922328747301719,0.9922328747301719,0.9942633476559773,0.9954106781247819
0.054900000000000004,0.012229195699555436,0.9922759057847317,0.9922759057847317,0.9942862484332645,0.9954289987466116
0.055,0.012027064873710858,0.9923186984407087,0.9923186984407087,0.9943090577904047,0.9954472462323237
0.0551,0.011828274976555326,0.9923612540188674,0.9923612540188674,0.9943317760923481,0.9954654208738785
0.055200000000000006,0.011632770787394725,0.992403573832655,0.992403573832655,0.9943544037025881,0.9954835229620704
0.0553,0.011440497998252731,0.9924456591882416,0.9924456591882416,0.9943769409831669,0.9955015527865335
